generation,checkpoint_id,max_Survived,min_Survived,mean_Survived,elites_mean_Survived,cid_min_Survived,cid_max_Survived
1,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/1/20251027-191022,0.7240983606557376,0.6253551912568306,0.6823005464480875,0.7123934426229509,1_1,1_3
2,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/2/20251027-191023,0.732295081967213,0.7024043715846996,0.7190655737704919,0.7257377049180327,1_6,2_9
3,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/3/20251027-191024,0.7326229508196721,0.6921311475409837,0.7216010928961748,0.7308196721311474,3_6,3_7
4,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/4/20251027-191024,0.7326229508196721,0.7240983606557376,0.731655737704918,0.7326229508196721,1_3,3_7
5,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/5/20251027-191025,0.7326229508196721,0.7284153005464481,0.7317978142076502,0.7326229508196721,5_9,3_7
6,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/6/20251027-191025,0.7326229508196721,0.724535519125683,0.7312841530054645,0.7326229508196721,6_7,3_7
7,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/7/20251027-191026,0.7326229508196721,0.7153005464480875,0.7308579234972676,0.7326229508196721,7_9,3_7
8,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/8/20251027-191026,0.7326229508196721,0.7284153005464481,0.7319617486338797,0.7326229508196721,8_6,3_7
9,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/9/20251027-191027,0.7326229508196721,0.6994535519125682,0.7270710382513661,0.7326229508196721,9_10,3_7
10,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/10/20251027-191027,0.7326229508196721,0.724535519125683,0.7315737704918032,0.7326229508196721,10_8,3_7
11,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/11/20251027-191028,0.7326229508196721,0.7295628415300546,0.7322513661202186,0.7326229508196721,11_7,3_7
12,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/12/20251027-191028,0.7326229508196721,0.7094535519125682,0.7302732240437158,0.7326229508196721,12_6,3_7
13,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/13/20251027-191029,0.7326229508196721,0.7227868852459017,0.7315737704918032,0.7326229508196721,13_6,3_7
14,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/14/20251027-191029,0.7326229508196721,0.7169398907103824,0.7310218579234972,0.7326229508196721,14_6,3_7
15,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/15/20251027-191030,0.7326229508196721,0.7227868852459017,0.7316065573770492,0.7326229508196721,15_8,3_7
16,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/16/20251027-191030,0.7326229508196721,0.7305464480874316,0.7323825136612021,0.7326229508196721,16_7,3_7
17,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/17/20251027-191031,0.7326229508196721,0.7305464480874316,0.732207650273224,0.7326229508196721,17_6,3_7
18,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/18/20251027-191031,0.7326229508196721,0.7305464480874316,0.7323825136612021,0.7326229508196721,18_9,3_7
19,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/19/20251027-191032,0.7326229508196721,0.7284153005464481,0.7322021857923497,0.7326229508196721,19_8,3_7
20,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/20/20251027-191032,0.7326229508196721,0.7234426229508197,0.73124043715847,0.7326229508196721,20_6,3_7
21,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/21/20251027-191033,0.7326229508196721,0.7279781420765029,0.7317923497267759,0.7326229508196721,21_8,3_7
22,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/22/20251027-191033,0.7326229508196721,0.7181967213114755,0.7311803278688525,0.7326229508196721,22_9,3_7
23,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/23/20251027-191034,0.7326229508196721,0.7279781420765029,0.7321584699453552,0.7326229508196721,23_8,3_7
24,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/24/20251027-191034,0.7326229508196721,0.732295081967213,0.7325573770491802,0.7326229508196721,24_7,3_7
25,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/25/20251027-191035,0.7326229508196721,0.7295628415300546,0.7323169398907103,0.7326229508196721,25_7,3_7
26,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/26/20251027-191035,0.7326229508196721,0.7050273224043715,0.7297978142076502,0.7326229508196721,26_6,3_7
27,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/27/20251027-191036,0.7326229508196721,0.732295081967213,0.7325901639344261,0.7326229508196721,27_8,3_7
28,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/28/20251027-191037,0.7326229508196721,0.7305464480874316,0.732415300546448,0.7326229508196721,28_9,3_7
29,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/29/20251027-191037,0.7326229508196721,0.7279781420765029,0.7314972677595628,0.7326229508196721,29_7,3_7
30,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/30/20251027-191038,0.7326229508196721,0.7013661202185792,0.7294972677595627,0.7326229508196721,30_6,3_7
31,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/31/20251027-191038,0.7326229508196721,0.7326229508196721,0.7326229508196721,0.7326229508196721,3_7,3_7
32,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/32/20251027-191039,0.7326229508196721,0.7295628415300546,0.7322841530054645,0.7326229508196721,32_10,3_7
33,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/33/20251027-191039,0.7326229508196721,0.7326229508196721,0.7326229508196721,0.7326229508196721,3_7,3_7
34,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/34/20251027-191040,0.7326229508196721,0.7326229508196721,0.7326229508196721,0.7326229508196721,3_7,3_7
35,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/35/20251027-191040,0.7326229508196721,0.7305464480874316,0.7323825136612021,0.7326229508196721,35_9,3_7
36,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/36/20251027-191041,0.7326229508196721,0.7295628415300546,0.7322841530054645,0.7326229508196721,36_6,3_7
37,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/37/20251027-191041,0.7326229508196721,0.7011475409836065,0.7294426229508196,0.7326229508196721,37_9,3_7
38,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/38/20251027-191042,0.7326229508196721,0.732295081967213,0.7325901639344261,0.7326229508196721,38_7,3_7
39,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/39/20251027-191042,0.7326229508196721,0.7326229508196721,0.7326229508196721,0.7326229508196721,3_7,3_7
40,UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d/40/20251027-191043,0.7326229508196721,0.7326229508196721,0.7326229508196721,0.7326229508196721,3_7,3_7
