id,identity,Survived,is_elite
3_7,"{'ancestor_count': 2, 'ancestor_ids': ['2_9', '2_9'], 'birth_generation': 3, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '3_7', 'origin': '2_9~CUW~2_9#MGNP'}",0.7326229508196721,True
3_8,"{'ancestor_count': 2, 'ancestor_ids': ['2_9', '2_9'], 'birth_generation': 3, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '3_8', 'origin': '2_9~CUW~2_9#MGNP'}",0.7326229508196721,True
3_10,"{'ancestor_count': 2, 'ancestor_ids': ['2_9', '1_3'], 'birth_generation': 3, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '3_10', 'origin': '2_9~CUW~1_3#MGNP'}",0.7324590163934427,False
2_9,"{'ancestor_count': 1, 'ancestor_ids': ['1_3', '1_7'], 'birth_generation': 2, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '2_9', 'origin': '1_3~CUW~1_7#MGNP'}",0.732295081967213,False
1_3,"{'ancestor_count': 0, 'ancestor_ids': [], 'birth_generation': 1, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '1_3', 'origin': '(none)'}",0.7240983606557376,False
4_6,"{'ancestor_count': 3, 'ancestor_ids': ['3_8', '3_8'], 'birth_generation': 4, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '4_6', 'origin': '3_8~CUW~3_8#MGNP'}",0.7326229508196721,True
4_7,"{'ancestor_count': 3, 'ancestor_ids': ['3_7', '3_7'], 'birth_generation': 4, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '4_7', 'origin': '3_7~CUW~3_7#MGNP'}",0.7326229508196721,True
4_8,"{'ancestor_count': 3, 'ancestor_ids': ['3_7', '3_7'], 'birth_generation': 4, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '4_8', 'origin': '3_7~CUW~3_7#MGNP'}",0.732295081967213,False
4_9,"{'ancestor_count': 3, 'ancestor_ids': ['3_7', '3_8'], 'birth_generation': 4, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '4_9', 'origin': '3_7~CUW~3_8#MGNP'}",0.732295081967213,False
4_10,"{'ancestor_count': 3, 'ancestor_ids': ['3_7', '3_8'], 'birth_generation': 4, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '4_10', 'origin': '3_7~CUW~3_8#MGNP'}",0.7326229508196721,True
