id,identity,derived_metric,is_elite
1_9,"{'ancestor_count': 0, 'ancestor_ids': [], 'birth_generation': 1, 'domain_name': None, 'experiment_version': 'UniLEAF_de95fcd7-7056-43d3-9e30-9d309e76f726', 'unique_id': '1_9', 'origin': '(none)'}",0.010282149704820883,True
1_5,"{'ancestor_count': 0, 'ancestor_ids': [], 'birth_generation': 1, 'domain_name': None, 'experiment_version': 'UniLEAF_de95fcd7-7056-43d3-9e30-9d309e76f726', 'unique_id': '1_5', 'origin': '(none)'}",0.0073334602490528296,False
1_8,"{'ancestor_count': 0, 'ancestor_ids': [], 'birth_generation': 1, 'domain_name': None, 'experiment_version': 'UniLEAF_de95fcd7-7056-43d3-9e30-9d309e76f726', 'unique_id': '1_8', 'origin': '(none)'}",0.006632314455297698,False
1_1,"{'ancestor_count': 0, 'ancestor_ids': [], 'birth_generation': 1, 'domain_name': None, 'experiment_version': 'UniLEAF_de95fcd7-7056-43d3-9e30-9d309e76f726', 'unique_id': '1_1', 'origin': '(none)'}",0.0062119227281073105,False
1_4,"{'ancestor_count': 0, 'ancestor_ids': [], 'birth_generation': 1, 'domain_name': None, 'experiment_version': 'UniLEAF_de95fcd7-7056-43d3-9e30-9d309e76f726', 'unique_id': '1_4', 'origin': '(none)'}",0.006144969959374672,False
2_6,"{'ancestor_count': 1, 'ancestor_ids': ['1_9', '1_9'], 'birth_generation': 2, 'domain_name': None, 'experiment_version': 'UniLEAF_de95fcd7-7056-43d3-9e30-9d309e76f726', 'unique_id': '2_6', 'origin': '1_9~CUW~1_9#MGNP'}",0.009437807092971135,True
2_7,"{'ancestor_count': 1, 'ancestor_ids': ['1_9', '1_9'], 'birth_generation': 2, 'domain_name': None, 'experiment_version': 'UniLEAF_de95fcd7-7056-43d3-9e30-9d309e76f726', 'unique_id': '2_7', 'origin': '1_9~CUW~1_9#MGNP'}",0.009437807092971135,True
2_8,"{'ancestor_count': 1, 'ancestor_ids': ['1_9', '1_9'], 'birth_generation': 2, 'domain_name': None, 'experiment_version': 'UniLEAF_de95fcd7-7056-43d3-9e30-9d309e76f726', 'unique_id': '2_8', 'origin': '1_9~CUW~1_9#MGNP'}",0.010282149704820883,True
2_9,"{'ancestor_count': 1, 'ancestor_ids': ['1_9', '1_5'], 'birth_generation': 2, 'domain_name': None, 'experiment_version': 'UniLEAF_de95fcd7-7056-43d3-9e30-9d309e76f726', 'unique_id': '2_9', 'origin': '1_9~CUW~1_5#MGNP'}",0.005270203925907221,False
2_10,"{'ancestor_count': 1, 'ancestor_ids': ['1_5', '1_9'], 'birth_generation': 2, 'domain_name': None, 'experiment_version': 'UniLEAF_de95fcd7-7056-43d3-9e30-9d309e76f726', 'unique_id': '2_10', 'origin': '1_5~CUW~1_9#MGNP'}",0.013333491443417087,True
