id,identity,derived_metric,is_elite
4_9,"{'ancestor_count': 3, 'ancestor_ids': ['2_10', '3_7'], 'birth_generation': 4, 'domain_name': None, 'experiment_version': 'UniLEAF_de95fcd7-7056-43d3-9e30-9d309e76f726', 'unique_id': '4_9', 'origin': '2_10~CUW~3_7#MGNP'}",0.014142172971332911,True
2_10,"{'ancestor_count': 1, 'ancestor_ids': ['1_5', '1_9'], 'birth_generation': 2, 'domain_name': None, 'experiment_version': 'UniLEAF_de95fcd7-7056-43d3-9e30-9d309e76f726', 'unique_id': '2_10', 'origin': '1_5~CUW~1_9#MGNP'}",0.013333491443417087,True
3_7,"{'ancestor_count': 2, 'ancestor_ids': ['2_10', '2_10'], 'birth_generation': 3, 'domain_name': None, 'experiment_version': 'UniLEAF_de95fcd7-7056-43d3-9e30-9d309e76f726', 'unique_id': '3_7', 'origin': '2_10~CUW~2_10#MGNP'}",0.013333491443417087,False
3_9,"{'ancestor_count': 2, 'ancestor_ids': ['2_10', '2_10'], 'birth_generation': 3, 'domain_name': None, 'experiment_version': 'UniLEAF_de95fcd7-7056-43d3-9e30-9d309e76f726', 'unique_id': '3_9', 'origin': '2_10~CUW~2_10#MGNP'}",0.013333491443417087,False
3_10,"{'ancestor_count': 2, 'ancestor_ids': ['2_10', '2_10'], 'birth_generation': 3, 'domain_name': None, 'experiment_version': 'UniLEAF_de95fcd7-7056-43d3-9e30-9d309e76f726', 'unique_id': '3_10', 'origin': '2_10~CUW~2_10#MGNP'}",0.013333491443417087,False
5_6,"{'ancestor_count': 4, 'ancestor_ids': ['2_10', '4_9'], 'birth_generation': 5, 'domain_name': None, 'experiment_version': 'UniLEAF_de95fcd7-7056-43d3-9e30-9d309e76f726', 'unique_id': '5_6', 'origin': '2_10~CUW~4_9#MGNP'}",0.013276719394424517,False
5_7,"{'ancestor_count': 4, 'ancestor_ids': ['4_9', '4_9'], 'birth_generation': 5, 'domain_name': None, 'experiment_version': 'UniLEAF_de95fcd7-7056-43d3-9e30-9d309e76f726', 'unique_id': '5_7', 'origin': '4_9~CUW~4_9#MGNP'}",0.01362100918777287,True
5_8,"{'ancestor_count': 4, 'ancestor_ids': ['4_9', '4_9'], 'birth_generation': 5, 'domain_name': None, 'experiment_version': 'UniLEAF_de95fcd7-7056-43d3-9e30-9d309e76f726', 'unique_id': '5_8', 'origin': '4_9~CUW~4_9#MGNP'}",0.013577160508637982,True
5_9,"{'ancestor_count': 4, 'ancestor_ids': ['2_10', '4_9'], 'birth_generation': 5, 'domain_name': None, 'experiment_version': 'UniLEAF_de95fcd7-7056-43d3-9e30-9d309e76f726', 'unique_id': '5_9', 'origin': '2_10~CUW~4_9#MGNP'}",0.013583558663412987,True
5_10,"{'ancestor_count': 4, 'ancestor_ids': ['4_9', '2_10'], 'birth_generation': 5, 'domain_name': None, 'experiment_version': 'UniLEAF_de95fcd7-7056-43d3-9e30-9d309e76f726', 'unique_id': '5_10', 'origin': '4_9~CUW~2_10#MGNP'}",0.00950224204098049,False
