id,identity,derived_metric,is_elite
2_10,"{'ancestor_count': 1, 'ancestor_ids': ['1_5', '1_9'], 'birth_generation': 2, 'domain_name': None, 'experiment_version': 'UniLEAF_de95fcd7-7056-43d3-9e30-9d309e76f726', 'unique_id': '2_10', 'origin': '1_5~CUW~1_9#MGNP'}",0.013333491443417087,True
3_7,"{'ancestor_count': 2, 'ancestor_ids': ['2_10', '2_10'], 'birth_generation': 3, 'domain_name': None, 'experiment_version': 'UniLEAF_de95fcd7-7056-43d3-9e30-9d309e76f726', 'unique_id': '3_7', 'origin': '2_10~CUW~2_10#MGNP'}",0.013333491443417087,True
3_9,"{'ancestor_count': 2, 'ancestor_ids': ['2_10', '2_10'], 'birth_generation': 3, 'domain_name': None, 'experiment_version': 'UniLEAF_de95fcd7-7056-43d3-9e30-9d309e76f726', 'unique_id': '3_9', 'origin': '2_10~CUW~2_10#MGNP'}",0.013333491443417087,True
3_10,"{'ancestor_count': 2, 'ancestor_ids': ['2_10', '2_10'], 'birth_generation': 3, 'domain_name': None, 'experiment_version': 'UniLEAF_de95fcd7-7056-43d3-9e30-9d309e76f726', 'unique_id': '3_10', 'origin': '2_10~CUW~2_10#MGNP'}",0.013333491443417087,True
1_9,"{'ancestor_count': 0, 'ancestor_ids': [], 'birth_generation': 1, 'domain_name': None, 'experiment_version': 'UniLEAF_de95fcd7-7056-43d3-9e30-9d309e76f726', 'unique_id': '1_9', 'origin': '(none)'}",0.010282149704820883,False
4_6,"{'ancestor_count': 3, 'ancestor_ids': ['2_10', '3_7'], 'birth_generation': 4, 'domain_name': None, 'experiment_version': 'UniLEAF_de95fcd7-7056-43d3-9e30-9d309e76f726', 'unique_id': '4_6', 'origin': '2_10~CUW~3_7#MGNP'}",0.013333491443417087,False
4_7,"{'ancestor_count': 3, 'ancestor_ids': ['3_7', '2_10'], 'birth_generation': 4, 'domain_name': None, 'experiment_version': 'UniLEAF_de95fcd7-7056-43d3-9e30-9d309e76f726', 'unique_id': '4_7', 'origin': '3_7~CUW~2_10#MGNP'}",0.012071414009551518,False
4_8,"{'ancestor_count': 3, 'ancestor_ids': ['2_10', '3_7'], 'birth_generation': 4, 'domain_name': None, 'experiment_version': 'UniLEAF_de95fcd7-7056-43d3-9e30-9d309e76f726', 'unique_id': '4_8', 'origin': '2_10~CUW~3_7#MGNP'}",0.012768478980722158,False
4_9,"{'ancestor_count': 3, 'ancestor_ids': ['2_10', '3_7'], 'birth_generation': 4, 'domain_name': None, 'experiment_version': 'UniLEAF_de95fcd7-7056-43d3-9e30-9d309e76f726', 'unique_id': '4_9', 'origin': '2_10~CUW~3_7#MGNP'}",0.014142172971332911,True
4_10,"{'ancestor_count': 3, 'ancestor_ids': ['2_10', '3_7'], 'birth_generation': 4, 'domain_name': None, 'experiment_version': 'UniLEAF_de95fcd7-7056-43d3-9e30-9d309e76f726', 'unique_id': '4_10', 'origin': '2_10~CUW~3_7#MGNP'}",0.00944546999198792,False
