id,identity,Survived,is_elite
13_7,"{'ancestor_count': 9, 'ancestor_ids': ['11_10', '11_10'], 'birth_generation': 13, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '13_7', 'origin': '11_10~CUW~11_10#MGNP'}",0.7825683060109292,True
11_10,"{'ancestor_count': 8, 'ancestor_ids': ['10_7', '10_10'], 'birth_generation': 11, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '11_10', 'origin': '10_7~CUW~10_10#MGNP'}",0.7714754098360657,True
12_8,"{'ancestor_count': 9, 'ancestor_ids': ['11_10', '11_10'], 'birth_generation': 12, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '12_8', 'origin': '11_10~CUW~11_10#MGNP'}",0.7714754098360657,False
12_6,"{'ancestor_count': 9, 'ancestor_ids': ['11_10', '11_10'], 'birth_generation': 12, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '12_6', 'origin': '11_10~CUW~11_10#MGNP'}",0.7714207650273225,False
12_7,"{'ancestor_count': 9, 'ancestor_ids': ['11_10', '11_10'], 'birth_generation': 12, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '12_7', 'origin': '11_10~CUW~11_10#MGNP'}",0.7713661202185794,False
14_6,"{'ancestor_count': 9, 'ancestor_ids': ['11_10', '11_10'], 'birth_generation': 14, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '14_6', 'origin': '11_10~CUW~11_10#MGNP'}",0.771256830601093,False
14_7,"{'ancestor_count': 10, 'ancestor_ids': ['11_10', '13_7'], 'birth_generation': 14, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '14_7', 'origin': '11_10~CUW~13_7#MGNP'}",0.780928961748634,True
14_8,"{'ancestor_count': 9, 'ancestor_ids': ['11_10', '11_10'], 'birth_generation': 14, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '14_8', 'origin': '11_10~CUW~11_10#MGNP'}",0.7714207650273225,False
14_9,"{'ancestor_count': 10, 'ancestor_ids': ['11_10', '13_7'], 'birth_generation': 14, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '14_9', 'origin': '11_10~CUW~13_7#MGNP'}",0.7720765027322406,True
14_10,"{'ancestor_count': 10, 'ancestor_ids': ['13_7', '13_7'], 'birth_generation': 14, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '14_10', 'origin': '13_7~CUW~13_7#MGNP'}",0.7801639344262294,True
