id,identity,Survived,is_elite
10_7,"{'ancestor_count': 7, 'ancestor_ids': ['7_10', '8_10'], 'birth_generation': 10, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '10_7', 'origin': '7_10~CUW~8_10#MGNP'}",0.7712568306010928,True
10_10,"{'ancestor_count': 7, 'ancestor_ids': ['8_10', '7_10'], 'birth_generation': 10, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '10_10', 'origin': '8_10~CUW~7_10#MGNP'}",0.7712021857923497,True
7_10,"{'ancestor_count': 5, 'ancestor_ids': ['6_6', '6_6'], 'birth_generation': 7, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '7_10', 'origin': '6_6~CUW~6_6#MGNP'}",0.7710928961748634,True
8_10,"{'ancestor_count': 6, 'ancestor_ids': ['7_10', '7_10'], 'birth_generation': 8, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '8_10', 'origin': '7_10~CUW~7_10#MGNP'}",0.7710928961748634,True
10_9,"{'ancestor_count': 7, 'ancestor_ids': ['7_10', '8_10'], 'birth_generation': 10, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '10_9', 'origin': '7_10~CUW~8_10#MGNP'}",0.7709836065573771,False
11_6,"{'ancestor_count': 8, 'ancestor_ids': ['10_7', '10_10'], 'birth_generation': 11, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '11_6', 'origin': '10_7~CUW~10_10#MGNP'}",0.7681420765027323,False
11_7,"{'ancestor_count': 8, 'ancestor_ids': ['10_7', '10_7'], 'birth_generation': 11, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '11_7', 'origin': '10_7~CUW~10_7#MGNP'}",0.7699453551912571,False
11_8,"{'ancestor_count': 8, 'ancestor_ids': ['10_10', '10_7'], 'birth_generation': 11, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '11_8', 'origin': '10_10~CUW~10_7#MGNP'}",0.7698907103825139,False
11_9,"{'ancestor_count': 8, 'ancestor_ids': ['10_10', '10_7'], 'birth_generation': 11, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '11_9', 'origin': '10_10~CUW~10_7#MGNP'}",0.7681967213114753,False
11_10,"{'ancestor_count': 8, 'ancestor_ids': ['10_7', '10_10'], 'birth_generation': 11, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '11_10', 'origin': '10_7~CUW~10_10#MGNP'}",0.7714754098360657,True
