id,identity,Survived,is_elite
18_10,"{'ancestor_count': 12, 'ancestor_ids': ['17_7', '17_7'], 'birth_generation': 18, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '18_10', 'origin': '17_7~CUW~17_7#MGNP'}",0.7830601092896176,True
16_7,"{'ancestor_count': 10, 'ancestor_ids': ['13_7', '13_7'], 'birth_generation': 16, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '16_7', 'origin': '13_7~CUW~13_7#MGNP'}",0.7830054644808744,True
17_7,"{'ancestor_count': 11, 'ancestor_ids': ['16_7', '16_7'], 'birth_generation': 17, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '17_7', 'origin': '16_7~CUW~16_7#MGNP'}",0.7830054644808744,True
17_10,"{'ancestor_count': 11, 'ancestor_ids': ['16_7', '16_7'], 'birth_generation': 17, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '17_10', 'origin': '16_7~CUW~16_7#MGNP'}",0.7830054644808744,False
18_6,"{'ancestor_count': 11, 'ancestor_ids': ['16_7', '16_7'], 'birth_generation': 18, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '18_6', 'origin': '16_7~CUW~16_7#MGNP'}",0.7830054644808744,False
21_6,"{'ancestor_count': 13, 'ancestor_ids': ['18_10', '16_7'], 'birth_generation': 21, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '21_6', 'origin': '18_10~CUW~16_7#MGNP'}",0.7830601092896176,True
21_7,"{'ancestor_count': 13, 'ancestor_ids': ['18_10', '18_10'], 'birth_generation': 21, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '21_7', 'origin': '18_10~CUW~18_10#MGNP'}",0.7798360655737707,False
21_8,"{'ancestor_count': 13, 'ancestor_ids': ['16_7', '18_10'], 'birth_generation': 21, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '21_8', 'origin': '16_7~CUW~18_10#MGNP'}",0.7826229508196723,False
21_9,"{'ancestor_count': 11, 'ancestor_ids': ['16_7', '16_7'], 'birth_generation': 21, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '21_9', 'origin': '16_7~CUW~16_7#MGNP'}",0.7828415300546451,False
21_10,"{'ancestor_count': 13, 'ancestor_ids': ['18_10', '18_10'], 'birth_generation': 21, 'domain_name': None, 'experiment_version': 'UniLEAF_184be189-265f-ce68-351a-33cbccd4f49d', 'unique_id': '21_10', 'origin': '18_10~CUW~18_10#MGNP'}",0.7830601092896176,True
